POKEID;NAME;TYPE;TOTAL;HP;ATTACK;DEFENSE;SP_ATK;SP_DEF;SPEED;ICONS
0487;Giratina Altered Forme;['Ghost', 'Dragon'];680;150;100;120;100;120;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/giratina-altered.png']
0487;Giratina Origin Forme;['Ghost', 'Dragon'];680;150;120;100;120;100;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/giratina-origin.png']
0488;Cresselia;['Psychic'];580;120;70;110;75;120;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cresselia.png']
0489;Phione;['Water'];480;80;80;80;80;80;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/phione.png']
0490;Manaphy;['Water'];600;100;100;100;100;100;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/manaphy.png']
0491;Darkrai;['Dark'];600;70;90;90;135;90;125;['https://img.pokemondb.net/sprites/scarlet-violet/icon/darkrai.png']
0492;Shaymin Land Forme;['Grass'];600;100;100;100;100;100;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shaymin-land.png']
0492;Shaymin Sky Forme;['Grass', 'Flying'];600;100;103;75;120;75;127;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shaymin-sky.png']
0493;Arceus;['Normal'];720;120;120;120;120;120;120;['https://img.pokemondb.net/sprites/scarlet-violet/icon/arceus.png']
0494;Victini;['Psychic', 'Fire'];600;100;100;100;100;100;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/victini.png']
0495;Snivy;['Grass'];308;45;45;55;45;55;63;['https://img.pokemondb.net/sprites/scarlet-violet/icon/snivy.png']
0496;Servine;['Grass'];413;60;60;75;60;75;83;['https://img.pokemondb.net/sprites/scarlet-violet/icon/servine.png']
0497;Serperior;['Grass'];528;75;75;95;75;95;113;['https://img.pokemondb.net/sprites/scarlet-violet/icon/serperior.png']
0498;Tepig;['Fire'];308;65;63;45;45;45;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tepig.png']
0499;Pignite;['Fire', 'Fighting'];418;90;93;55;70;55;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pignite.png']
0500;Emboar;['Fire', 'Fighting'];528;110;123;65;100;65;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/emboar.png']
0501;Oshawott;['Water'];308;55;55;45;63;45;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oshawott.png']
0502;Dewott;['Water'];413;75;75;60;83;60;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dewott.png']
0503;Samurott;['Water'];528;95;100;85;108;70;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott.png']
0503;Samurott Hisuian Samurott;['Water', 'Dark'];528;90;108;80;100;65;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png']
0504;Patrat;['Normal'];255;45;55;39;35;39;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/patrat.png']
0505;Watchog;['Normal'];420;60;85;69;60;69;77;['https://img.pokemondb.net/sprites/scarlet-violet/icon/watchog.png']
0506;Lillipup;['Normal'];275;45;60;45;25;45;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lillipup.png']
0507;Herdier;['Normal'];370;65;80;65;35;65;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/herdier.png']
0508;Stoutland;['Normal'];500;85;110;90;45;90;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/stoutland.png']
0509;Purrloin;['Dark'];281;41;50;37;50;37;66;['https://img.pokemondb.net/sprites/scarlet-violet/icon/purrloin.png']
0510;Liepard;['Dark'];446;64;88;50;88;50;106;['https://img.pokemondb.net/sprites/scarlet-violet/icon/liepard.png']
0511;Pansage;['Grass'];316;50;53;48;53;48;64;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pansage.png']
0512;Simisage;['Grass'];498;75;98;63;98;63;101;['https://img.pokemondb.net/sprites/scarlet-violet/icon/simisage.png']
0513;Pansear;['Fire'];316;50;53;48;53;48;64;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pansear.png']
0514;Simisear;['Fire'];498;75;98;63;98;63;101;['https://img.pokemondb.net/sprites/scarlet-violet/icon/simisear.png']
0515;Panpour;['Water'];316;50;53;48;53;48;64;['https://img.pokemondb.net/sprites/scarlet-violet/icon/panpour.png']
0516;Simipour;['Water'];498;75;98;63;98;63;101;['https://img.pokemondb.net/sprites/scarlet-violet/icon/simipour.png']
0517;Munna;['Psychic'];292;76;25;45;67;55;24;['https://img.pokemondb.net/sprites/scarlet-violet/icon/munna.png']
0518;Musharna;['Psychic'];487;116;55;85;107;95;29;['https://img.pokemondb.net/sprites/scarlet-violet/icon/musharna.png']
0519;Pidove;['Normal', 'Flying'];264;50;55;50;36;30;43;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pidove.png']
0520;Tranquill;['Normal', 'Flying'];358;62;77;62;50;42;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tranquill.png']
0521;Unfezant;['Normal', 'Flying'];488;80;115;80;65;55;93;['https://img.pokemondb.net/sprites/scarlet-violet/icon/unfezant.png']
0522;Blitzle;['Electric'];295;45;60;32;50;32;76;['https://img.pokemondb.net/sprites/scarlet-violet/icon/blitzle.png']
0523;Zebstrika;['Electric'];497;75;100;63;80;63;116;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zebstrika.png']
0524;Roggenrola;['Rock'];280;55;75;85;25;25;15;['https://img.pokemondb.net/sprites/scarlet-violet/icon/roggenrola.png']
0525;Boldore;['Rock'];390;70;105;105;50;40;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/boldore.png']
0526;Gigalith;['Rock'];515;85;135;130;60;80;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gigalith.png']
0527;Woobat;['Psychic', 'Flying'];323;65;45;43;55;43;72;['https://img.pokemondb.net/sprites/scarlet-violet/icon/woobat.png']
0528;Swoobat;['Psychic', 'Flying'];425;67;57;55;77;55;114;['https://img.pokemondb.net/sprites/scarlet-violet/icon/swoobat.png']
0529;Drilbur;['Ground'];328;60;85;40;30;45;68;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drilbur.png']
0530;Excadrill;['Ground', 'Steel'];508;110;135;60;50;65;88;['https://img.pokemondb.net/sprites/scarlet-violet/icon/excadrill.png']
0531;Audino;['Normal'];445;103;60;86;60;86;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/audino.png']
0531;Audino Mega Audino;['Normal', 'Fairy'];545;103;60;126;80;126;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/audino-mega.png']
0532;Timburr;['Fighting'];305;75;80;55;25;35;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/timburr.png']
0533;Gurdurr;['Fighting'];405;85;105;85;40;50;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gurdurr.png']
0534;Conkeldurr;['Fighting'];505;105;140;95;55;65;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/conkeldurr.png']
0535;Tympole;['Water'];294;50;50;40;50;40;64;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tympole.png']
0536;Palpitoad;['Water', 'Ground'];384;75;65;55;65;55;69;['https://img.pokemondb.net/sprites/scarlet-violet/icon/palpitoad.png']
0537;Seismitoad;['Water', 'Ground'];509;105;95;75;85;75;74;['https://img.pokemondb.net/sprites/scarlet-violet/icon/seismitoad.png']
0538;Throh;['Fighting'];465;120;100;85;30;85;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/throh.png']
0539;Sawk;['Fighting'];465;75;125;75;30;75;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sawk.png']
0540;Sewaddle;['Bug', 'Grass'];310;45;53;70;40;60;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sewaddle.png']
0541;Swadloon;['Bug', 'Grass'];380;55;63;90;50;80;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/swadloon.png']
0542;Leavanny;['Bug', 'Grass'];500;75;103;80;70;80;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/leavanny.png']
0543;Venipede;['Bug', 'Poison'];260;30;45;59;30;39;57;['https://img.pokemondb.net/sprites/scarlet-violet/icon/venipede.png']
0544;Whirlipede;['Bug', 'Poison'];360;40;55;99;40;79;47;['https://img.pokemondb.net/sprites/scarlet-violet/icon/whirlipede.png']
0545;Scolipede;['Bug', 'Poison'];485;60;100;89;55;69;112;['https://img.pokemondb.net/sprites/scarlet-violet/icon/scolipede.png']
0546;Cottonee;['Grass', 'Fairy'];280;40;27;60;37;50;66;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cottonee.png']
0547;Whimsicott;['Grass', 'Fairy'];480;60;67;85;77;75;116;['https://img.pokemondb.net/sprites/scarlet-violet/icon/whimsicott.png']
0548;Petilil;['Grass'];280;45;35;50;70;50;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/petilil.png']
0549;Lilligant;['Grass'];480;70;60;75;110;75;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant.png']
0549;Lilligant Hisuian Lilligant;['Grass', 'Fighting'];480;70;105;75;50;75;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png']
0550;Basculin Red-Striped Form;['Water'];460;70;92;65;80;55;98;['https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-red-striped.png']
0550;Basculin Blue-Striped Form;['Water'];460;70;92;65;80;55;98;['https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-blue-striped.png']
0550;Basculin White-Striped Form;['Water'];460;70;92;65;80;55;98;['https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png']
0551;Sandile;['Ground', 'Dark'];292;50;72;35;35;35;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sandile.png']
0552;Krokorok;['Ground', 'Dark'];351;60;82;45;45;45;74;['https://img.pokemondb.net/sprites/scarlet-violet/icon/krokorok.png']
0553;Krookodile;['Ground', 'Dark'];519;95;117;80;65;70;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/krookodile.png']
0554;Darumaka;['Fire'];315;70;90;45;15;45;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/darumaka.png']
0554;Darumaka Galarian Darumaka;['Ice'];315;70;90;45;15;45;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/darumaka-galarian.png']
0555;Darmanitan Standard Mode;['Fire'];480;105;140;55;30;55;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-standard.png']
0555;Darmanitan Zen Mode;['Fire', 'Psychic'];540;105;30;105;140;105;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-zen.png']
0555;Darmanitan Galarian Standard Mode;['Ice'];480;105;140;55;30;55;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-standard.png']
0555;Darmanitan Galarian Zen Mode;['Ice', 'Fire'];540;105;160;55;30;55;135;['https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-zen.png']
0556;Maractus;['Grass'];461;75;86;67;106;67;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/maractus.png']
0557;Dwebble;['Bug', 'Rock'];325;50;65;85;35;35;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dwebble.png']
0558;Crustle;['Bug', 'Rock'];485;70;105;125;65;75;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/crustle.png']
0559;Scraggy;['Dark', 'Fighting'];348;50;75;70;35;70;48;['https://img.pokemondb.net/sprites/scarlet-violet/icon/scraggy.png']
0560;Scrafty;['Dark', 'Fighting'];488;65;90;115;45;115;58;['https://img.pokemondb.net/sprites/scarlet-violet/icon/scrafty.png']
0561;Sigilyph;['Psychic', 'Flying'];490;72;58;80;103;80;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sigilyph.png']
0562;Yamask;['Ghost'];303;38;30;85;55;65;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/yamask.png']
0562;Yamask Galarian Yamask;['Ground', 'Ghost'];303;38;55;85;30;65;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/yamask-galarian.png']
0563;Cofagrigus;['Ghost'];483;58;50;145;95;105;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cofagrigus.png']
0564;Tirtouga;['Water', 'Rock'];355;54;78;103;53;45;22;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tirtouga.png']
0565;Carracosta;['Water', 'Rock'];495;74;108;133;83;65;32;['https://img.pokemondb.net/sprites/scarlet-violet/icon/carracosta.png']
0566;Archen;['Rock', 'Flying'];401;55;112;45;74;45;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/archen.png']
0567;Archeops;['Rock', 'Flying'];567;75;140;65;112;65;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/archeops.png']
0568;Trubbish;['Poison'];329;50;50;62;40;62;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/trubbish.png']
0569;Garbodor;['Poison'];474;80;95;82;60;82;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/garbodor.png']
0570;Zorua;['Dark'];330;40;65;40;80;40;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua.png']
0570;Zorua Hisuian Zorua;['Normal', 'Ghost'];330;35;60;40;85;40;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png']
0571;Zoroark;['Dark'];510;60;105;60;120;60;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark.png']
0571;Zoroark Hisuian Zoroark;['Normal', 'Ghost'];510;55;100;60;125;60;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png']
0572;Minccino;['Normal'];300;55;50;40;40;40;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/minccino.png']
0573;Cinccino;['Normal'];470;75;95;60;65;60;115;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cinccino.png']
0574;Gothita;['Psychic'];290;45;30;50;55;65;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gothita.png']
0575;Gothorita;['Psychic'];390;60;45;70;75;85;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gothorita.png']
0576;Gothitelle;['Psychic'];490;70;55;95;95;110;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gothitelle.png']
0577;Solosis;['Psychic'];290;45;30;40;105;50;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/solosis.png']
0578;Duosion;['Psychic'];370;65;40;50;125;60;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/duosion.png']
0579;Reuniclus;['Psychic'];490;110;65;75;125;85;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/reuniclus.png']
0580;Ducklett;['Water', 'Flying'];305;62;44;50;44;50;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ducklett.png']
0581;Swanna;['Water', 'Flying'];473;75;87;63;87;63;98;['https://img.pokemondb.net/sprites/scarlet-violet/icon/swanna.png']
0582;Vanillite;['Ice'];305;36;50;50;65;60;44;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillite.png']
0583;Vanillish;['Ice'];395;51;65;65;80;75;59;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillish.png']
0584;Vanilluxe;['Ice'];535;71;95;85;110;95;79;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vanilluxe.png']
0585;Deerling;['Normal', 'Grass'];335;60;60;50;40;50;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/deerling.png']
0586;Sawsbuck;['Normal', 'Grass'];475;80;100;70;60;70;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sawsbuck.png']
0587;Emolga;['Electric', 'Flying'];428;55;75;60;75;60;103;['https://img.pokemondb.net/sprites/scarlet-violet/icon/emolga.png']
0588;Karrablast;['Bug'];315;50;75;45;40;45;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/karrablast.png']
0589;Escavalier;['Bug', 'Steel'];495;70;135;105;60;105;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/escavalier.png']
0590;Foongus;['Grass', 'Poison'];294;69;55;45;55;55;15;['https://img.pokemondb.net/sprites/scarlet-violet/icon/foongus.png']
0591;Amoonguss;['Grass', 'Poison'];464;114;85;70;85;80;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/amoonguss.png']
0592;Frillish;['Water', 'Ghost'];335;55;40;50;65;85;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/frillish.png']
0593;Jellicent;['Water', 'Ghost'];480;100;60;70;85;105;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/jellicent.png']
0594;Alomomola;['Water'];470;165;75;80;40;45;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/alomomola.png']
0595;Joltik;['Bug', 'Electric'];319;50;47;50;57;50;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/joltik.png']
0596;Galvantula;['Bug', 'Electric'];472;70;77;60;97;60;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/galvantula.png']
0597;Ferroseed;['Grass', 'Steel'];305;44;50;91;24;86;10;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ferroseed.png']
0598;Ferrothorn;['Grass', 'Steel'];489;74;94;131;54;116;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ferrothorn.png']
0599;Klink;['Steel'];300;40;55;70;45;60;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/klink.png']
0600;Klang;['Steel'];440;60;80;95;70;85;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/klang.png']
0601;Klinklang;['Steel'];520;60;100;115;70;85;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/klinklang.png']
0602;Tynamo;['Electric'];275;35;55;40;45;40;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tynamo.png']
0603;Eelektrik;['Electric'];405;65;85;70;75;70;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/eelektrik.png']
0604;Eelektross;['Electric'];515;85;115;80;105;80;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/eelektross.png']
0605;Elgyem;['Psychic'];335;55;55;55;85;55;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/elgyem.png']
0606;Beheeyem;['Psychic'];485;75;75;75;125;95;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/beheeyem.png']
0607;Litwick;['Ghost', 'Fire'];275;50;30;55;65;55;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/litwick.png']
0608;Lampent;['Ghost', 'Fire'];370;60;40;60;95;60;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lampent.png']
0609;Chandelure;['Ghost', 'Fire'];520;60;55;90;145;90;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chandelure.png']
0610;Axew;['Dragon'];320;46;87;60;30;40;57;['https://img.pokemondb.net/sprites/scarlet-violet/icon/axew.png']
0611;Fraxure;['Dragon'];410;66;117;70;40;50;67;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fraxure.png']
0612;Haxorus;['Dragon'];540;76;147;90;60;70;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/haxorus.png']
0613;Cubchoo;['Ice'];305;55;70;40;60;40;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cubchoo.png']
0614;Beartic;['Ice'];505;95;130;80;70;80;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/beartic.png']
0615;Cryogonal;['Ice'];515;80;50;50;95;135;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cryogonal.png']
0616;Shelmet;['Bug'];305;50;40;85;40;65;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shelmet.png']
0617;Accelgor;['Bug'];495;80;70;40;100;60;145;['https://img.pokemondb.net/sprites/scarlet-violet/icon/accelgor.png']
0618;Stunfisk;['Ground', 'Electric'];471;109;66;84;81;99;32;['https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk.png']
0618;Stunfisk Galarian Stunfisk;['Ground', 'Steel'];471;109;81;99;66;84;32;['https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk-galarian.png']
0619;Mienfoo;['Fighting'];350;45;85;50;55;50;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mienfoo.png']
0620;Mienshao;['Fighting'];510;65;125;60;95;60;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mienshao.png']
0621;Druddigon;['Dragon'];485;77;120;90;60;90;48;['https://img.pokemondb.net/sprites/scarlet-violet/icon/druddigon.png']
0622;Golett;['Ground', 'Ghost'];303;59;74;50;35;50;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/golett.png']
0623;Golurk;['Ground', 'Ghost'];483;89;124;80;55;80;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/golurk.png']
0624;Pawniard;['Dark', 'Steel'];340;45;85;70;40;40;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pawniard.png']
0625;Bisharp;['Dark', 'Steel'];490;65;125;100;60;70;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bisharp.png']
0626;Bouffalant;['Normal'];490;95;110;95;40;95;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bouffalant.png']
0627;Rufflet;['Normal', 'Flying'];350;70;83;50;37;50;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rufflet.png']
0628;Braviary;['Normal', 'Flying'];510;100;123;75;57;75;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary.png']
0628;Braviary Hisuian Braviary;['Psychic', 'Flying'];510;110;83;70;112;70;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary-hisuian.png']
0629;Vullaby;['Dark', 'Flying'];370;70;55;75;45;65;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/vullaby.png']
0630;Mandibuzz;['Dark', 'Flying'];510;110;65;105;55;95;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mandibuzz.png']
0631;Heatmor;['Fire'];484;85;97;66;105;66;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/heatmor.png']
0632;Durant;['Bug', 'Steel'];484;58;109;112;48;48;109;['https://img.pokemondb.net/sprites/scarlet-violet/icon/durant.png']
0633;Deino;['Dark', 'Dragon'];300;52;65;50;45;50;38;['https://img.pokemondb.net/sprites/scarlet-violet/icon/deino.png']
0634;Zweilous;['Dark', 'Dragon'];420;72;85;70;65;70;58;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zweilous.png']
0635;Hydreigon;['Dark', 'Dragon'];600;92;105;90;125;90;98;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hydreigon.png']
0636;Larvesta;['Bug', 'Fire'];360;55;85;55;50;55;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/larvesta.png']
0637;Volcarona;['Bug', 'Fire'];550;85;60;65;135;105;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/volcarona.png']
0638;Cobalion;['Steel', 'Fighting'];580;91;90;129;90;72;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cobalion.png']
0639;Terrakion;['Rock', 'Fighting'];580;91;129;90;72;90;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/terrakion.png']
0640;Virizion;['Grass', 'Fighting'];580;91;90;72;90;129;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/virizion.png']
0641;Tornadus Incarnate Forme;['Flying'];580;79;115;70;125;80;111;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tornadus-incarnate.png']
0641;Tornadus Therian Forme;['Flying'];580;79;100;80;110;90;121;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tornadus-therian.png']
0642;Thundurus Incarnate Forme;['Electric', 'Flying'];580;79;115;70;125;80;111;['https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-incarnate.png']
0642;Thundurus Therian Forme;['Electric', 'Flying'];580;79;105;70;145;80;101;['https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-therian.png']
0643;Reshiram;['Dragon', 'Fire'];680;100;120;100;150;120;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/reshiram.png']
0644;Zekrom;['Dragon', 'Electric'];680;100;150;120;120;100;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zekrom.png']
0645;Landorus Incarnate Forme;['Ground', 'Flying'];600;89;125;90;115;80;101;['https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-incarnate.png']
0645;Landorus Therian Forme;['Ground', 'Flying'];600;89;145;90;105;80;91;['https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-therian.png']
0646;Kyurem;['Dragon', 'Ice'];660;125;130;90;130;90;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem.png']
0646;Kyurem White Kyurem;['Dragon', 'Ice'];700;125;120;90;170;100;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-white.png']
0646;Kyurem Black Kyurem;['Dragon', 'Ice'];700;125;170;100;120;90;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-black.png']
0647;Keldeo Ordinary Form;['Water', 'Fighting'];580;91;72;90;129;90;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-ordinary.png']
0647;Keldeo Resolute Form;['Water', 'Fighting'];580;91;72;90;129;90;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-resolute.png']
0648;Meloetta Aria Forme;['Normal', 'Psychic'];600;100;77;77;128;128;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-aria.png']
0648;Meloetta Pirouette Forme;['Normal', 'Fighting'];600;100;128;90;77;77;128;['https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-pirouette.png']
0649;Genesect;['Bug', 'Steel'];600;71;120;95;120;95;99;['https://img.pokemondb.net/sprites/scarlet-violet/icon/genesect.png']
0650;Chespin;['Grass'];313;56;61;65;48;45;38;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chespin.png']
0651;Quilladin;['Grass'];405;61;78;95;56;58;57;['https://img.pokemondb.net/sprites/scarlet-violet/icon/quilladin.png']
0652;Chesnaught;['Grass', 'Fighting'];530;88;107;122;74;75;64;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chesnaught.png']
0653;Fennekin;['Fire'];307;40;45;40;62;60;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fennekin.png']
0654;Braixen;['Fire'];409;59;59;58;90;70;73;['https://img.pokemondb.net/sprites/scarlet-violet/icon/braixen.png']
0655;Delphox;['Fire', 'Psychic'];534;75;69;72;114;100;104;['https://img.pokemondb.net/sprites/scarlet-violet/icon/delphox.png']
0656;Froakie;['Water'];314;41;56;40;62;44;71;['https://img.pokemondb.net/sprites/scarlet-violet/icon/froakie.png']
0657;Frogadier;['Water'];405;54;63;52;83;56;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/frogadier.png']
0658;Greninja;['Water', 'Dark'];530;72;95;67;103;71;122;['https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja.png']
0658;Greninja Ash-Greninja;['Water', 'Dark'];640;72;145;67;153;71;132;['https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja-ash.png']
0659;Bunnelby;['Normal'];237;38;36;38;32;36;57;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bunnelby.png']
0660;Diggersby;['Normal', 'Ground'];423;85;56;77;50;77;78;['https://img.pokemondb.net/sprites/scarlet-violet/icon/diggersby.png']
0661;Fletchling;['Normal', 'Flying'];278;45;50;43;40;38;62;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchling.png']
0662;Fletchinder;['Fire', 'Flying'];382;62;73;55;56;52;84;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchinder.png']
